gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YKL062W,S000001545,MSN4,1893,response to stress,DNA binding,cytoplasm,0,-0.09,-0.47,0.19,-0.23,0.1,-0.08,0,-0.17,-0.14,0.03,0.03,0.13,0.2,0.3,0.04,0.01,-0.38,0.03,-0.65,-1.74,-1.05,-0.26,-0.15,0.21,0.16,0.43,0.29,0.67,1.19,0.23,1.11,-0.15,-0.34,-0.12,-0.31,-0.29,-0.27,-0.29,NA,0.13,-0.07,0.28,0.27,0.03
YKL065C,S000001548,YET1,621,NA,NA,endoplasmic reticulum,0,-0.74,-0.42,0.18,0.43,0.42,-0.29,0.24,0.06,0,-0.06,0.16,-0.22,-0.26,-0.26,-0.09,-0.12,-0.02,-0.23,-0.22,-0.69,-0.54,-0.04,0.2,0.07,0.14,-0.13,-0.36,0.35,0.22,-0.2,1.24,0.41,-0.05,0.21,-0.53,-0.28,-0.22,-0.19,-0.34,-0.29,0.14,-0.22,0.07,0.04
YKL066W,NA,NA,NA,NA,NA,NA,0,0.52,-0.4,-0.12,0.49,0.94,0.9,0.51,0.57,-0.29,-0.45,-0.77,-0.27,-0.21,0.4,0.11,-0.54,-0.32,-0.88,-0.11,-0.72,-0.11,0.51,0.44,-0.24,-0.36,-1.12,-0.57,1.06,0.26,-0.52,0.54,-0.41,0.16,0.13,-0.25,-0.11,0,0,0.06,-0.17,0.13,0.28,-0.13,-0.23
YKL067W,S000001550,YNK1,462,purine nucleotide biosynthesis,nucleoside-diphosphate kinase activity,cytosol,0,0.52,-0.81,-0.58,0.39,0.96,0.7,0.87,0.22,-0.19,-0.48,-0.37,-0.37,-0.09,0.3,0.1,-0.3,-0.32,-0.8,-0.14,-0.39,0.17,0.54,0.33,-0.69,-0.99,-1.46,-0.3,0.49,0.26,0.5,0.41,-0.01,-0.35,0.32,-0.33,-0.06,-0.1,0.19,0.05,-0.2,-0.02,0.04,0.01,0.04
YKL069W,S000001552,NA,543,NA,NA,cytoplasm,0,-0.12,-0.23,-0.29,-0.4,-0.15,-0.02,0.44,0.41,0.24,0.34,0.17,-0.25,-0.27,-0.17,0.13,0.21,-0.02,0.15,-0.17,0.24,-0.03,0.36,0.61,0.41,0.13,0.22,-0.23,-0.38,-0.56,-0.03,0.19,0.15,0.46,-0.13,-0.29,-0.35,-0.02,0.17,0.13,-0.04,0.04,-0.09,-0.31,0.09
YKL071W,S000001554,NA,771,NA,NA,cytoplasm,0,-0.17,-0.04,0.15,-0.03,-0.08,0.28,0.08,0.24,-0.18,0.02,0.28,-0.11,0.02,0.08,0.08,0.18,-0.8,-0.2,0.26,0.31,-0.28,-0.01,-0.08,0.05,0.03,0.56,0.33,-1.34,-0.41,0.28,-0.06,-0.11,-0.04,0.05,0.02,0.27,0.27,-0.04,0.12,0.17,0.11,-0.23,-0.4,-0.14
YKL073W,S000001556,LHS1,2646,response to unfolded protein,unfolded protein binding,endoplasmic reticulum lumen,0,0.38,-0.07,0.07,0.28,0.03,0.34,0.1,0.33,-0.28,-0.12,0.03,-0.12,0.12,-0.15,-0.07,-0.07,0.06,-0.38,0.22,0.14,0.13,0,-0.24,-0.42,-0.22,-0.43,0.15,-0.28,-0.93,0.58,-0.53,-0.58,-0.44,-0.2,-0.14,0.34,0.24,0.44,0.15,0.5,0.36,-0.07,-0.04,-0.04
YKL078W,S000001561,DHR2,2208,ribosome biogenesis,RNA helicase activity,nucleolus,1,0.19,-0.32,0.2,-1.13,-0.37,0.32,-0.39,0.46,0.27,0.38,0.01,0.01,-0.26,0.19,0.03,0.05,0.34,0.06,-0.4,0.82,0.27,0.02,0.47,0.51,0.33,0.7,0.02,-0.1,-0.51,-0.55,-1.04,-0.1,-0.2,0.54,0.99,0.59,0.25,-0.18,0.04,0.48,-0.18,-0.41,-0.41,-0.36
YKL080W,S000001563,VMA5,1179,vacuolar acidification,hydrogen-transporting ATPase activity rotational mechanism,vacuolar membrane (sensu Fungi),0,-0.04,0.39,0.17,0.03,0.06,0.15,-0.29,0.15,-0.17,0,-0.1,0.13,-0.15,0.19,0.15,-0.06,0.17,-0.11,-0.42,-0.1,0.07,-0.12,-0.31,-0.5,-0.49,0.21,-0.03,0.77,0.21,-0.23,0.06,0.02,-0.6,-0.16,0.17,-0.33,-0.07,-0.22,0.34,0.3,-0.25,0.53,0.17,0.04
YKL081W,S000001564,TEF4,1565,translational elongation,translation elongation factor activity,ribosome,0,-0.71,0.26,0.16,0.08,-0.14,0.07,-0.23,0.2,-0.01,0.01,-0.13,-0.06,0.03,0.06,0.21,0.03,0.27,-0.28,-0.34,-0.24,0.34,0.09,-0.06,-0.12,0.1,-0.01,-0.02,0.8,-0.76,0.1,-1.35,-0.66,-0.28,0.51,0.5,0.74,0.55,0.37,0.11,0.17,0.11,-0.15,-0.45,-0.18
YKL083W,NA,NA,NA,NA,NA,NA,1,0.15,-0.32,-0.54,0.05,-0.05,-0.07,0.08,0.15,-0.09,-0.01,0.57,0.6,-0.1,-0.17,NA,NA,-0.27,-0.07,-0.35,0.11,0.02,-0.14,-0.05,0.07,0.14,-0.11,-0.13,0.16,0.01,-0.13,-0.21,0.54,0.15,0.55,-0.07,-0.1,0.16,0.19,-0.05,0,-0.27,-0.02,-0.94,0.09
YKL085W,S000001568,MDH1,1005,tricarboxylic acid cycle,L-malate dehydrogenase activity,mitochondrial matrix,0,0.58,-0.07,-0.09,0.2,0.2,0.13,0.28,0.29,0.2,0.05,0.11,-0.14,-0.16,0,-0.12,-0.22,-0.09,-0.34,-0.18,-0.94,-0.08,0.35,0.23,-0.19,-0.48,-0.52,-0.09,0.61,-0.13,0.11,-0.3,0.41,-0.65,0.2,0.06,-0.25,0.07,0.12,0.05,0.09,0.16,-0.04,0.05,0.03
YKL086W,S000001569,SRX1,384,response to oxidative stress,oxidoreductase activity acting on sulfur group of donors,cytoplasm,0,0.24,-0.43,-0.1,-0.24,-0.2,0.12,-0.18,0.13,0.07,0.18,0.05,-0.07,-0.09,0.16,0.13,0.22,-0.09,0.02,2.15,1.34,1.56,2.42,1.89,1.6,-0.59,-1.27,-0.59,-1.59,-1.42,-2.59,-0.05,-0.06,-0.13,-0.23,-0.29,-0.19,-0.1,-0.05,0.11,0.29,0.05,0.29,0.3,0.05
YKL089W,S000001572,MIF2,1650,mitotic spindle assembly (sensu Fungi),centromeric DNA binding,nucleus,1,0.41,-0.42,-0.35,0.14,0.47,-0.02,0.32,-0.16,-0.09,-0.27,0.21,0.03,0.18,0.05,-0.2,0.22,-0.23,-0.12,-0.9,0.35,0.56,0.03,0.32,-0.11,-0.59,-0.25,-0.24,0.19,0.18,0.26,-0.4,-0.09,0.25,0.21,0.03,0.34,-0.12,0.33,-0.16,-0.01,0.2,-0.18,-0.25,-0.16
YKL090W,S000001573,CUE2,1332,NA,protein binding,NA,0,0.28,-0.43,0.06,0.34,0.39,-0.31,-0.14,-0.1,0.09,0.01,0.2,-0.12,0.15,-0.07,-0.35,0.09,-0.02,0.22,0.53,0.56,0.57,0.18,-0.22,0.43,0.44,0.33,0.36,-1.97,-1.85,0.28,-0.24,-0.08,0.19,0.44,0.29,0.07,0.06,0.07,-0.3,-0.24,0.01,-0.09,-0.15,-0.04
YKL091C,S000001574,NA,933,NA,NA,nucleus,0,-0.29,-0.1,-0.22,0.51,0.24,-0.25,0.18,-0.29,-0.16,-0.23,0.17,-0.37,0.03,-0.08,NA,-0.35,0.08,-0.06,NA,-0.51,-0.8,-0.65,-0.18,-0.36,-0.2,-0.04,0.54,0.04,-1.23,1.01,1.15,0.29,0.29,-0.16,-0.61,-0.52,-0.59,-0.18,0,-0.37,-0.07,0.34,0.16,0.27
YKL092C,S000001575,BUD2,3315,bud site selection,signal transducer activity,intracellular,0,0.63,-0.64,-0.04,-0.11,0,0.17,-0.08,0.05,-0.11,0.07,-0.13,0.08,0.08,0.23,0.2,0.17,-0.3,-0.03,-0.92,-0.6,0.5,0.09,0.09,0.36,0.12,-0.55,-0.34,0.41,0.23,0.25,-0.17,-0.31,-0.06,0.06,0.16,0.03,0.13,0.02,0.17,0.21,0.06,-0.01,-0.04,-0.27
YKL093W,S000001576,MBR1,1020,aerobic respiration,NA,NA,0,-0.22,0.33,0.22,0.12,0.01,0.01,0.26,0.06,0.06,0,0.32,-0.25,0.09,-0.12,-0.55,-0.14,0,-0.07,0.73,0.42,-0.22,0.29,0.25,0.43,0.27,0.22,0.23,-0.74,-0.52,-0.12,1.1,0.37,-0.28,-0.26,-0.51,-0.41,-0.36,-0.1,-0.15,-0.26,0.91,0,-0.17,0.14
YKL095W,S000001578,YJU2,837,nuclear mRNA splicing via spliceosome,NA,nucleus,1,-0.43,0.15,0.27,-0.03,-0.24,0,-0.03,0.15,NA,-0.08,-0.01,-0.27,0.08,-0.06,-0.03,0.08,0.15,0,0.11,0.31,-1.16,0.01,0.11,0.54,0.44,0.83,-0.16,-0.36,0.24,-0.01,-0.24,-0.42,-0.36,0.06,-0.03,-0.1,-0.34,0.25,0.25,0.26,-0.13,0.06,0.29,0.45
YKL096W,S000001579,CWP1,720,cell wall organization and biogenesis,structural constituent of cell wall,cell wall (sensu Fungi),0,0.99,-1.32,-1.1,0.24,-0.26,0.03,0.7,1.6,0.72,-0.15,1.41,-2.07,-2.13,-0.78,0.82,0.5,0.89,-0.23,-1.52,-2.35,-1.63,-0.68,0.12,0.07,0.12,0.34,0.19,0.84,0.7,NA,-1.11,0.2,-0.29,-0.9,-0.76,-0.5,0.04,0.52,0.68,0.31,0.18,0.74,0.64,0.25
YKL096W-A,S000001956,CWP2,279,cell wall organization and biogenesis,structural constituent of cell wall,cell wall (sensu Fungi),0,-0.04,-0.47,-0.12,-0.32,-0.43,0.18,-0.41,0.6,-0.03,0.16,-0.36,-0.43,-0.66,0.27,0.96,0.18,0.92,0.18,-0.02,-0.07,0.72,0.32,0.34,-0.03,-0.08,0.43,-0.37,NA,-2.93,-0.34,-0.97,-0.76,-0.74,-0.9,-0.34,-0.01,0.3,0.53,0.77,0.37,0.45,0.63,0.4,0.25
YKL097C,NA,NA,NA,NA,NA,NA,0,-0.04,-0.14,0.16,0.05,-0.32,0.16,-0.03,-0.02,0.24,0.08,-0.18,-0.32,0.09,-0.05,-0.07,-0.1,-0.12,0.38,0.37,0.11,0.18,0.69,-0.41,-1.05,-0.22,0.18,0.24,NA,0.59,-0.05,0.38,-0.24,-0.08,-0.02,0.1,0.19,0.35,-0.1,0.33,-0.36,0.18,-0.26,-0.47,0
YKL098W,S000001581,NA,1074,NA,NA,NA,0,-0.36,-0.25,0.06,0.15,-0.06,0.17,0.09,0.29,-0.07,-0.18,-0.13,-0.18,-0.02,0.11,-0.06,-0.01,0.11,-0.2,0.3,0.37,0.25,0.06,0.11,0.17,0.16,0.17,0.33,-1.02,-1.11,0.34,0.2,-0.16,-0.15,0.2,0.35,0.04,0.12,0.08,-0.16,0.02,0.04,-0.15,-0.34,-0.1
YKL099C,S000001582,UTP11,771,processing of 20S pre-rRNA,snoRNA binding,small nucleolar ribonucleoprotein complex,1,0.1,-0.34,0.09,-0.53,-0.29,0.25,0.06,0.4,0.28,0.19,0.06,-0.19,-0.25,0.39,0.09,0,0.31,0,-0.41,0,0.33,0.12,0.06,0.05,0.27,0.05,0.01,-0.11,-0.81,-0.02,-0.57,-0.23,-0.18,0.22,0.75,0.5,-0.05,0.07,0.09,0.01,0.29,-0.38,-0.25,-0.27
YKL100C,S000001583,NA,1764,NA,NA,NA,0,-0.22,0.14,0.18,0.42,0.11,0.15,-0.02,0.25,-0.23,-0.25,-0.21,-0.3,-0.02,0.06,0.02,-0.3,0.21,-0.25,0.16,-0.51,-1.1,-0.54,-0.21,-0.16,0.2,-0.15,0.58,-0.22,-0.64,0.66,0.6,0.13,-0.22,-0.15,-0.39,-0.31,-0.06,0.03,0.01,-0.25,0.03,0.03,0.37,0.19
YKL101W,S000001584,HSL1,4557,protein amino acid phosphorylation,protein kinase activity,bud neck,0,1.54,-0.89,-0.28,-0.02,0.38,0.8,-0.02,0.17,-0.16,-0.58,-0.43,-0.22,0.53,0.69,0.05,-0.15,-0.11,-0.28,-1.5,-0.87,0.8,0.66,0.51,0.03,-0.12,-0.85,-0.72,0.29,0.89,NA,-0.21,-0.13,-0.28,-0.07,-0.07,-0.35,0.03,-0.09,0.53,0.19,-0.07,0.44,0.07,-0.01
YKL102C,NA,NA,NA,NA,NA,NA,0,0.37,-0.2,0.71,0.33,0.03,0.2,-0.09,0.16,0.07,-0.16,-0.08,-0.35,0.03,-0.11,-0.05,-0.07,-0.5,-0.04,0.08,-1.43,0.36,-0.09,0.19,-0.05,0.57,0.15,0.48,-0.09,-0.38,0.29,0.03,-0.16,-0.12,-0.08,0.31,0.14,0.36,-0.18,0.09,-0.12,0.08,0.08,-0.44,0.01
YKL103C,S000001586,LAP4,1545,vacuolar protein catabolism,aminopeptidase I activity,vacuole (sensu Fungi),0,0.68,-0.92,0.39,0.28,0.13,0.19,-0.03,0.03,-0.44,-0.59,-0.42,-0.03,0.14,0.35,0.35,-0.01,0.19,-0.33,1.03,0.13,-0.21,-0.34,-0.67,-0.8,-0.96,-2.13,-0.63,0.35,0.88,0.73,0.84,0.63,0.07,-0.12,-0.89,-0.78,-0.54,-0.15,0.22,-0.61,-0.5,0.4,0.91,0.52
YKL104C,S000001587,GFA1,2154,cell wall chitin biosynthesis,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,NA,1,-0.42,0.07,1.22,0.8,0.15,-0.16,-0.58,-0.28,-0.17,-0.1,0.08,-0.09,0.17,-0.28,-0.58,-0.34,0.09,-0.12,-0.51,-0.37,-0.06,-0.32,-0.31,-0.35,-0.08,0.46,0.54,0.25,0.29,0.25,-0.91,-0.51,-0.38,-0.32,-0.08,0.2,0.16,0.06,0.02,0.39,0.41,0.4,0.27,0.27
YKL105C,S000001588,NA,3399,NA,NA,NA,0,0.59,-0.38,0.11,0.08,-0.13,0.19,-0.06,0.1,-0.08,-0.1,-0.03,-0.03,-0.06,-0.01,0.23,0.04,0.1,-0.15,0.53,-0.23,-0.06,0.8,0.24,0.8,0.28,0.1,0.01,-0.41,0.46,0.01,0.2,-0.14,-0.17,0.04,-0.27,-0.33,0.1,-0.09,0.25,-0.03,-0.35,0.41,0.46,-0.08
YKL107W,S000001590,NA,930,NA,NA,NA,0,-0.25,-0.49,0.19,0.14,0.38,-0.05,0.15,-0.26,0.13,0,-0.15,-0.04,-0.04,-0.06,-0.09,0.09,-0.13,-0.13,0.79,0.79,0.3,0.34,0.42,-0.91,-0.66,-0.38,0.18,0,-0.51,0,0.42,-0.01,0.91,0.27,-0.43,-0.45,-0.67,-0.34,-0.1,-0.26,-0.52,0.03,0.46,0.69
YKL108W,S000001591,SLD2,1362,DNA strand elongation,NA,replication fork,1,0.16,-0.43,-0.32,0.36,0.55,0.15,0.12,-0.37,-0.46,-0.23,0.45,0.42,0.45,0.38,-0.19,-0.15,-0.56,-0.13,0.19,0.91,1.96,1.01,-0.65,-0.05,-0.49,-0.87,-0.21,-1.09,0.2,0.62,-0.36,NA,0.26,0.22,0.19,0.02,-0.07,0.35,0.1,-0.02,-0.07,-0.37,-0.22,-0.02
YKL109W,S000001592,HAP4,1665,transcription,transcriptional activator activity,CCAAT-binding factor complex,0,0.31,-0.2,1.6,-0.04,0.22,-0.02,-0.11,-0.25,-0.41,0.1,-0.12,-0.24,-0.22,-0.01,-0.19,-0.12,-0.2,-0.2,-0.55,-1.43,-0.49,-0.15,-0.12,-0.07,0.18,0.29,0.24,0.47,-0.45,-0.01,0.69,-0.36,0.28,0.12,-0.18,-0.01,-0.09,-0.18,0.13,-0.06,-0.03,0.19,-0.12,-0.38
YKL110C,S000001593,KTI12,942,cell growth and/or maintenance,enzyme regulator activity,DNA-directed RNA polymerase II holoenzyme,0,-1.15,-0.38,0.27,-0.37,-0.15,-0.06,0.04,0.02,-0.11,0.29,0.49,-0.09,0.13,0.2,0.02,0.06,-0.11,0.18,0.23,0.11,-0.12,-0.04,-0.01,0.14,0.29,0.05,0.12,-0.08,-0.46,-0.07,-0.86,0.14,0.44,0.14,0.15,-0.22,-0.26,0.05,-0.09,0.05,0.08,-0.14,0.11,0.41
YKL111C,NA,NA,NA,NA,NA,NA,1,0.4,-0.94,-0.64,-0.08,0.21,0.09,0.26,0.02,0.2,0.02,-0.25,-0.09,-0.05,0.13,0.1,0.25,0.1,-0.08,-0.36,-0.73,0.09,0.07,-0.03,-0.36,-0.01,-0.18,-0.23,0.05,0.24,0.45,-0.38,-0.16,0.02,0.01,-0.02,-0.04,-0.04,0.17,-0.06,-0.07,0.35,0.04,0.05,0.14
YKL112W,S000001595,ABF1,2196,DNA replication,DNA binding,nuclear chromatin,1,-0.04,-0.29,-0.99,-0.13,0.42,-0.08,0.57,-0.01,0.26,-0.2,0.24,-0.38,0.01,-0.01,0.03,0.22,0.24,0.29,-0.36,-0.95,0.09,0.07,0.16,0.12,0.15,0.25,-0.3,-0.18,0.41,0.29,-0.71,NA,0.99,-0.15,0.12,-0.16,-0.11,0.11,0,-0.01,0.22,-0.11,-0.28,0.09
YKL113C,S000001596,RAD27,1149,DNA repair,5'-flap endonuclease activity,nucleus,0,1.06,-0.74,-0.9,0.51,1.01,0.52,0.18,-0.33,-0.56,-0.64,-0.49,0.46,0.77,0.72,0.04,-0.03,-0.67,-0.33,-0.98,0.07,1.44,1.14,0.47,-0.41,-0.83,-1.05,-0.56,0.66,0.76,0.5,-1.25,-0.74,-0.38,-0.03,0.68,0.7,0.55,0.29,0.19,0.16,0.11,-0.04,-0.17,-0.06
YKL116C,S000001599,PRR1,1557,MAPKKK cascade,receptor signaling protein serine/threonine kinase activity,cytoplasm,0,-0.07,0.12,-0.16,0,-0.02,-0.4,-0.1,-0.35,-0.4,-0.19,0.77,0.77,0.48,0.34,-0.48,0.06,-0.35,0.29,-0.31,-0.12,-0.15,-0.53,-0.15,-0.44,-0.85,-0.33,0.55,1.25,0.67,0.17,-0.05,-0.46,-0.01,-0.22,-0.3,-0.42,-0.14,0.08,-0.1,0.3,0.4,0.13,0.43,0.37
YKL118W,NA,NA,NA,NA,NA,NA,0,-0.03,-0.17,0.09,0.15,0.06,0.14,0.22,0.09,NA,-0.04,0.05,-0.37,-0.14,-0.13,-0.37,-0.2,0.18,0.47,0.28,0.47,0.47,0.11,-0.64,0.07,0.35,-0.43,0.22,-0.67,-0.87,0.27,0.48,-0.23,-0.09,0.07,0.37,0.21,0.07,-0.11,-0.2,-0.18,0.21,-0.03,-0.37,-0.18
YKL119C,S000001602,VPH2,648,protein complex assembly,NA,endoplasmic reticulum membrane,0,0.41,-0.17,0.09,0.14,0.33,0.23,0.31,0.29,0.42,-0.04,-0.09,-0.05,-0.02,0.16,-0.01,-0.21,-1.47,-0.04,0.02,0.03,0.34,-0.07,-0.38,-0.21,0.03,-0.2,0.11,-0.05,-0.28,0.12,0.15,-0.07,0.01,0.42,0.44,0.04,0.19,-0.13,-0.25,-0.4,0.19,-0.23,-0.04,-0.31
YKL120W,S000001603,OAC1,975,sulfate transport,oxaloacetate carrier activity,mitochondrial inner membrane,0,-1.06,-0.38,0.36,0.01,-0.6,0.09,0.04,0.36,-0.14,0.16,0.08,-0.12,-0.14,0.08,-0.08,-0.12,0.23,-0.12,-0.94,-0.71,-0.26,0.03,0.29,-0.03,0.13,0.07,-0.25,0.6,0.01,NA,-0.45,-0.52,-0.29,0.11,0.4,0.46,0.08,0.16,0.08,0.06,0.51,-0.22,-0.45,0.06
YKL121W,S000001604,NA,2559,NA,NA,NA,0,0.32,-0.27,0.13,0.09,-0.15,0.11,0,0.13,0.06,-0.06,-0.23,-0.06,0.01,0.2,0.13,-0.11,0.08,-0.17,0.92,-0.6,-0.91,-0.36,-0.51,-0.37,-0.25,-0.37,-0.07,0.66,0.59,0.18,0.75,0.16,-0.02,0.09,-0.16,-0.36,-0.14,-0.26,0.11,-0.33,-0.29,0.25,0.25,-0.06
YKL122C,S000001605,SRP21,504,protein-ER targeting,signal sequence binding,nucleus,1,-0.25,0.14,-0.09,-0.15,-0.28,-0.02,0.29,0.25,0.18,0.01,0.06,-0.18,-0.16,0.13,0.09,-0.2,0.49,-0.32,-0.49,-0.38,0.15,0.1,0.15,-0.08,-0.06,-0.08,-0.45,0.83,NA,-0.31,0.56,-0.32,0.03,-0.3,0.46,0.09,0,0.03,-0.11,-0.14,0.17,-0.16,-0.09,-0.23
YKL123W,NA,NA,NA,NA,NA,NA,0,0.01,-0.15,0.05,0.33,-0.02,0.06,0.14,0.19,0.38,-0.05,-0.17,-0.15,0.02,-0.02,-0.07,-0.05,-1,-0.12,0.74,-0.01,0.67,0.41,-0.17,-0.05,0,-0.02,-0.58,-0.26,0.4,-0.47,0.61,0.27,0.01,-0.22,0.12,-0.08,0.09,-0.03,-0.06,-0.43,0.09,-0.17,-0.06,-0.13
YKL126W,S000001609,YPK1,2043,protein amino acid phosphorylation,protein serine/threonine kinase activity,plasma membrane,0,0.69,-0.04,-0.19,0.24,0.28,0.13,-0.09,0.23,-0.14,0,-0.13,-0.24,-0.26,-0.13,0.21,-0.09,0.44,-0.14,-0.42,-0.74,-0.51,0.19,0.39,0.06,0.04,-0.23,0.13,0.18,-0.34,0.27,0.37,-0.54,-0.42,-0.56,-0.18,0.03,-0.24,0.36,0.35,0.22,0.11,0.48,0.05,-0.04
YKL127W,S000001610,PGM1,1713,glucose 1-phosphate utilization,phosphoglucomutase activity,cytosol,0,1.61,-0.09,0.74,0.46,0.36,0.52,0.05,0.37,0.11,-0.37,-0.57,-0.45,-0.33,0.02,0.13,-0.27,-0.07,-0.57,-0.8,-0.74,0.42,0.72,-0.13,0.04,0.01,-0.14,-0.5,0.17,0.63,0.4,0.2,-0.4,-0.1,-0.84,-0.49,-0.15,0.06,0.26,0.3,-0.26,0.03,0.47,0.64,0.3
YKL128C,S000001611,PMU1,888,NA,NA,cytoplasm,0,-0.12,-0.06,1.83,-0.68,-1.04,-0.31,-0.22,0.05,-0.13,0.02,0.18,0.13,0.14,0.24,0.03,-0.13,0.22,-0.11,-0.08,0.17,-0.35,-0.56,-0.61,-0.5,-0.42,0.09,0.21,0.45,0.49,0.15,-0.23,-0.19,-0.08,-0.54,0.55,0.31,-0.01,-0.04,0.03,0.1,0.05,0.08,-0.18,0.14
YKL129C,S000001612,MYO3,3816,cell wall organization and biogenesis,microfilament motor activity,actin cortical patch (sensu Fungi),0,0.34,-0.04,0.22,0.08,0.02,0.13,-0.14,0.18,0.01,-0.01,-0.14,0.16,-0.01,0.01,0.01,-0.04,0.16,-0.04,0.19,-0.31,-0.8,-0.7,0.05,0.06,0.17,0.86,0.35,0.3,0.07,-0.49,0.13,-0.05,-0.07,-0.23,-0.17,-0.12,-0.29,-0.1,0.13,-0.02,-0.16,0.5,0.49,-0.02
YKL130C,S000001613,SHE2,741,mRNA localization intracellular,mRNA binding,cytoplasm,0,-0.36,1.16,-0.16,-0.38,-0.36,-0.98,0.18,0.39,0.18,0.52,0.56,0,-0.11,0.09,-0.07,0.16,0.16,0.39,-0.52,-0.23,-0.63,-0.48,-0.11,0.17,0.3,0.75,0.63,0.09,-0.17,-0.38,-0.07,-0.1,-0.03,-0.32,-0.13,-0.08,-0.24,0.12,-0.15,0.22,0.48,0.14,-0.07,0.24
YKL131W,NA,NA,NA,NA,NA,NA,0,-0.1,-0.29,0.12,-0.01,0.19,-0.04,-0.02,-0.04,0.03,0.23,-0.18,0.02,-0.19,0.09,-0.01,0.17,-0.19,-0.05,0.46,0.56,0.1,0.29,-1.13,-0.71,-0.05,NA,NA,NA,NA,NA,0.26,-0.03,-0.01,-0.18,-0.05,-0.03,-0.22,-0.16,0.11,-0.15,-0.05,0.18,0.3,0.03
YKL132C,S000001615,RMA1,1293,NA,tetrahydrofolylpolyglutamate synthase activity,mitochondrion,0,0.19,0.34,0.29,0.04,-0.39,-0.31,-0.09,-0.07,-0.28,0.1,0.46,0.27,0.15,0.14,-0.26,0.15,-0.14,0.26,0.74,0.3,0.72,0.77,-0.03,0.19,0.22,0.07,0.29,-3.92,NA,0.17,0.26,-0.16,-0.24,-0.11,-0.28,-0.14,0.05,0.13,0,0.01,-0.07,0.03,0.45,0.05
YKL133C,S000001616,NA,1392,NA,NA,NA,0,-0.15,-0.32,0.18,0.26,0.14,0.18,0.2,-0.06,0,0.06,-0.1,0,-0.06,-0.02,-0.08,-0.13,-0.21,0,0.52,0.2,-0.6,-0.15,0.18,-0.15,-0.25,-0.46,0.28,-0.74,-0.46,0.42,1.26,-0.22,0.2,0.11,-0.22,-0.12,-0.26,-0.2,-0.1,-0.37,-0.12,0.04,0.03,-0.03
YKL134C,S000001617,NA,2313,iron ion homeostasis,metallopeptidase activity,mitochondrion,0,-0.06,-0.09,-0.03,-0.14,-0.21,0.01,-0.08,-0.02,0.01,-0.15,0.25,-0.1,0.08,0.06,0.16,0.14,-0.02,0.09,-0.07,-0.31,NA,-0.27,0.55,0.65,0.2,-0.61,0.14,-1.04,0.42,0.85,0.1,-0.37,-0.11,0.2,0.19,0.05,-0.06,0.09,0.1,-0.04,0.05,-0.01,-0.37,0.19
YKL142W,S000001625,MRP8,660,protein biosynthesis,structural constituent of ribosome,mitochondrial ribosome,0,0.24,0.62,0.37,0.67,-0.3,-0.01,-0.06,0.08,-0.14,-0.01,0.01,0.02,-0.22,0.02,-0.03,-0.39,0.19,-0.39,0.61,0.12,-0.47,-0.35,-0.57,-0.65,-0.83,-0.35,-0.02,0.79,0.41,0.11,1.7,0.23,0.07,-0.47,-0.52,-0.43,-0.59,-0.22,-0.11,-0.5,0.13,0.21,0.42,0.09
YKL143W,S000001626,LTV1,1392,NA,NA,cytoplasm,0,-0.84,0.04,0.33,-0.73,-0.35,0.2,0.01,0.45,0.25,0.29,0.16,0.07,0.1,0.15,-0.08,-0.06,0.29,0.18,-0.78,0.62,-0.03,-0.07,0.05,0.03,-0.01,0.68,0.52,-0.59,-0.55,-0.09,-0.89,-0.07,0.18,0.58,0.77,0.7,0.11,-0.07,-0.33,0.21,-0.21,-0.53,-0.4,-0.05
YKL145W,S000001628,RPT1,1404,ubiquitin-dependent protein catabolism,ATPase activity,proteasome regulatory particle (sensu Eukarya),1,-0.74,0.42,0.08,-0.01,-0.1,0.16,-0.07,0.32,0.01,0.13,0.05,0.07,0.04,-0.04,-0.1,-0.08,0.13,-0.25,0.15,-0.39,-0.11,-0.36,-0.59,-0.38,-0.06,-0.12,0.05,0.57,-0.2,0.27,0.54,0.56,-0.28,-0.35,-0.61,-0.37,-0.37,0.08,0.18,-0.15,-0.34,0.54,0.31,0.24
YKL148C,S000001631,SDH1,1923,tricarboxylic acid cycle,succinate dehydrogenase (ubiquinone) activity,respiratory chain complex II (sensu Eukarya),0,0.5,0.32,0.09,0.99,NA,0.22,-0.06,0.03,-0.29,-0.27,-0.04,0,0,0.05,-0.04,-0.18,-0.48,-0.22,-0.04,-0.83,-0.63,-0.35,-0.13,0.18,-0.22,-0.11,0.25,0.45,0.46,0.36,-0.52,-0.52,-0.47,-0.44,-0.21,-0.08,-0.17,0.49,0.45,0.51,0.01,0.39,0.48,0.1
